Title,Price,Area,BHK,Bathrooms,Furnished,Floor,Facing,Amenities,Transaction Type,Property Type,Location,Year of Construction,Locality,Society,price_2022,price_2020,price_2018,price_2016,price_2014,price_2012,price_2010,price_2008,price_2006,price_2004,price_2002,price_2000,price_1998,price_1996,price_1994
2BHK Multistorey Apartment for Rent in Runwal Forests at Kanjurmarg West,65000.0,1250.0,2.0,2.0,Furnished,22.0,West,Garden/Park,Rent,Apartment,Mumbai,2000.0,Kanjurmarg,Runwal Forests,58956.91609977324,53475.660861472315,48504.00078138078,43994.558531864655,39904.361480149346,36194.43218154135,32829.416944708704,29777.248929441,27008.842566386393,24497.816386745028,22220.241620630404,,,,
2BHK Multistorey Apartment for Rent in Raheja Vihar at Chandivali,68000.0,1051.0,2.0,2.0,Semi-Furnished,3.0,East,Garden/Park,Rent,Apartment,Mumbai,2007.0,Chandivali,Raheja Vihar,61678.00453514739,55943.76828584797,50742.64697129066,46025.07661795071,41746.10124077162,37864.94443607403,34344.62080369526,31151.5834954152,,,,,,,
2BHK Multistorey Apartment for Rent in L&T Emerald Isle at Powai,80000.0,1001.0,2.0,2.0,Furnished,10.0,East,Garden/Park,Rent,Apartment,Mumbai,2007.0,Powai,L&T Emerald Isle,72562.358276644,65816.19798335055,59697.231730930194,54147.14896229496,49113.06028326073,44546.99345420474,40405.43623964148,36648.921759312005,,,,,,,
2BHK Multistorey Apartment for Rent in Chandivali,46000.0,1051.0,2.0,2.0,Unfurnished,5.0,East,Garden/Park,Rent,Apartment,Mumbai,2007.0,Chandivali,Chandivali,41723.356009070296,37844.31384042656,34325.90824528486,31134.6106533196,28240.00966287492,25614.521236167726,23233.12583779385,21073.1300116044,,,,,,,
3BHK Multistorey Apartment for Rent in Chembur,85000.0,850.0,3.0,3.0,Semi-Furnished,7.0,East,"Main Road, Garden/Park",Rent,Apartment,Mumbai,1971.0,Chembur,Chembur,77097.50566893423,69929.71035730996,63428.30871411333,57531.34577243839,52182.62655096453,47331.18054509254,42930.776004619074,38939.479369269,35319.255663736054,32035.606044205033,29057.23904236284,26355.77237402525,23905.4624707712,21682.959157162084,19667.08313574792
2BHK Multistorey Apartment for Rent in Nahar Olivia at Chandivali,68000.0,1050.0,2.0,2.0,Unfurnished,2.0,East,Garden/Park,Rent,Apartment,Mumbai,2007.0,Chandivali,Nahar Olivia,61678.00453514739,55943.76828584797,50742.64697129066,46025.07661795071,41746.10124077162,37864.94443607403,34344.62080369526,31151.5834954152,,,,,,,
2BHK Multistorey Apartment for Rent in Hiranandani Gardens Lotus at Hiranandani Gardens,65000.0,1100.0,2.0,2.0,Unfurnished,5.0,East,Garden/Park,Rent,Apartment,Mumbai,2007.0,Hiranandani,Hiranandani Gardens Lotus,58956.91609977324,53475.660861472315,48504.00078138078,43994.558531864655,39904.361480149346,36194.43218154135,32829.416944708704,29777.248929441,,,,,,,
2BHK Multistorey Apartment for Rent in Shapoorji Pallonji Vicinia at Powai,75000.0,1300.0,2.0,2.0,Semi-Furnished,7.0,East,Garden/Park,Rent,Apartment,Mumbai,2007.0,Powai,Shapoorji Pallonji Vicinia,68027.21088435374,61702.685609391134,55966.15474774706,50762.95215215152,46043.494015556935,41762.806363316944,37880.096474663886,34358.364149355,,,,,,,
3BHK Multistorey Apartment for Rent in Arum And Amanda at Chandivali,95000.0,1550.0,3.0,2.0,Semi-Furnished,7.0,East,Garden/Park,Rent,Apartment,Mumbai,2007.0,Chandivali,Arum And Amanda,86167.80045351473,78156.73510522877,70890.4626804796,64299.73939272526,58321.75908637212,52899.554726868126,47981.455534574256,43520.594589183005,,,,,,,
2BHK Multistorey Apartment for Rent in Nahar Amrit Shakti Rosa Alba at Chandivali,67000.0,1050.0,2.0,2.0,Unfurnished,8.0,East,Garden/Park,Rent,Apartment,Mumbai,2007.0,Chandivali,Nahar Amrit Shakti Rosa Alba,60770.97505668934,55121.06581105608,49996.43157465404,45348.237255922024,41132.187987230864,37308.107017896466,33839.55285069974,30693.471973423802,,,,,,,
3BHK Multistorey Apartment for Rent in Turner Road,220000.0,1500.0,3.0,3.0,Semi-Furnished,5.0,South -West,Main Road,Rent,Apartment,Mumbai,2012.0,Turner Road,Turner Road,199546.48526077098,180994.544454214,164167.38726005802,148904.65964631113,135060.915778967,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Pali Hill,160000.0,1200.0,2.0,2.0,Furnished,4.0,South -West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2012.0,Pali Hill,Pali Hill,145124.716553288,131632.3959667011,119394.46346186039,108294.29792458992,98226.12056652147,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Chembur,70000.0,645.0,2.0,2.0,Unfurnished,7.0,North,"Main Road, Garden/Park",Rent,Apartment,Mumbai,1971.0,Chembur,Chembur,63492.06349206349,57589.17323543173,52235.07776456392,47378.75534200809,42973.92774785314,38978.61927242915,35354.7567096863,32067.806539398003,29086.44584072381,26382.263801110028,23929.490976063513,21704.7537197855,19686.85144651746,17856.554600015832,16196.42140591005
1BHK Multistorey Apartment for Rent in Chembur,27000.0,310.0,1.0,1.0,Unfurnished,7.0,East,"Main Road, Garden/Park",Rent,Apartment,Mumbai,1971.0,Chembur,Chembur,24489.795918367345,22212.96681938081,20147.81570918894,18274.662774774548,16575.657845600497,15034.610290794099,13636.834730879,12369.0110937678,11219.05768142204,10176.016037571011,9229.946519338784,8371.83357763155,7593.499843656734,6887.52820286325,6247.191113708162
2BHK Multistorey Apartment for Rent in Wadhwa Dukes Horizon at Chembur,55000.0,537.0,2.0,2.0,Unfurnished,15.0,East,"Main Road, Garden/Park, Pool",Rent,Apartment,Mumbai,1971.0,Chembur,Wadhwa Dukes Horizon,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,30626.05799976576,27778.73741475352,25196.133709527003,22853.636017711564,20728.921558015023,18801.74290976419,17053.73506554575,15468.240422263718,14030.150042869584,12725.759676072183
3BHK Multistorey Apartment for Rent in Lodha Park at Worli,180000.0,1092.0,3.0,3.0,Semi-Furnished,15.0,North - East,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,1994.0,Worli,Lodha Park,163265.30612244896,148086.44546253872,134318.77139459294,121831.08516516366,110504.38563733664,100230.73527196066,90912.23153919334,82460.073958452,74793.71787614694,67840.10691714007,61532.976795591894,55812.223850877,50623.33229104489,45916.854685755,
2BHK Multistorey Apartment for Rent in Kanakia Silicon Valley at Hiranandani Gardens,72000.0,1320.0,2.0,2.0,Unfurnished,15.0,East,Garden/Park,Rent,Apartment,Mumbai,2000.0,Hiranandani,Kanakia Silicon Valley,65306.12244897959,59234.57818501549,53727.50855783717,48732.43406606546,44201.75425493466,40092.29410878426,36364.89261567733,32984.029583380805,29917.487150458775,27136.04276685603,24613.190718236758,,,,
3BHK Multistorey Apartment for Rent in Piramal Revanta at Mulund West,90000.0,1632.0,3.0,3.0,Unfurnished,27.0,East,Main Road,Rent,Apartment,Mumbai,2013.0,Mulund,Piramal Revanta,81632.65306122448,74043.22273126936,67159.38569729647,60915.54258258183,55252.19281866832,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Transcon Triumph at Lokhandwala Complex Andheri West,140000.0,2265.0,3.0,3.0,Semi-Furnished,12.0,West,"Garden/Park, Pool",Rent,Apartment,Mumbai,2005.0,Lokhandwala,Transcon Triumph,126984.12698412698,115178.34647086346,104470.15552912783,94757.51068401618,85947.85549570627,77957.2385448583,70709.5134193726,64135.61307879601,58172.89168144762,,,,,,
2BHK Multistorey Apartment for Rent in Crystal Armus at Acharya Nagar,55000.0,850.0,2.0,2.0,Semi-Furnished,9.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2006.0,Acharya,Crystal Armus,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,30626.05799976576,27778.73741475352,25196.133709527003,,,,,,,
1BHK Multistorey Apartment for Rent in Ruparel Orion at Chembur,44000.0,756.0,1.0,2.0,Unfurnished,7.0,East,Main Road,Rent,Apartment,Mumbai,2006.0,Chembur,Ruparel Orion,39909.297052154194,36198.9088908428,32833.477452011604,29780.931929262228,27012.183155793402,24500.846399812606,22222.989931802815,20156.906967621602,,,,,,,
1BHK Multistorey Apartment for Rent in Lodha New Cuffe Parade at Wadala,65000.0,850.0,1.0,2.0,Unfurnished,9.0,East,Main Road,Rent,Apartment,Mumbai,2006.0,Wadala,Lodha New Cuffe Parade,58956.91609977324,53475.660861472315,48504.00078138078,43994.558531864655,39904.361480149346,36194.43218154135,32829.416944708704,29777.248929441,,,,,,,
2BHK Multistorey Apartment for Rent in Kastur Park,50000.0,725.0,2.0,2.0,Unfurnished,4.0,East,Main Road,Rent,Apartment,Mumbai,2010.0,Kastur Park,Kastur Park,45351.47392290249,41135.12373959409,37310.76983183137,33841.96810143435,30695.66267703796,27841.87090887796,,,,,,,,,
2BHK Multistorey Apartment for Rent in Kastur Park,50000.0,810.0,2.0,2.0,Unfurnished,9.0,West,Main Road,Rent,Apartment,Mumbai,2010.0,Kastur Park,Kastur Park,45351.47392290249,41135.12373959409,37310.76983183137,33841.96810143435,30695.66267703796,27841.87090887796,,,,,,,,,
2BHK Multistorey Apartment for Rent in Sector 6 Charkop,42000.0,725.0,2.0,2.0,Unfurnished,6.0,East,Main Road,Rent,Apartment,Mumbai,2009.0,Sector 6 Charkop,Sector 6 Charkop,38095.23809523809,34553.503941259034,31341.046658738353,28427.253205204852,25784.356648711884,23387.171563457487,21212.85402581178,,,,,,,,
2BHK Multistorey Apartment for Rent in Nahar Laurel and Lilac at Chandivali,62000.0,980.0,2.0,2.0,Semi-Furnished,12.0,East,Garden/Park,Rent,Apartment,Mumbai,1998.0,Chandivali,Nahar Laurel and Lilac,56235.82766439909,51007.55343709667,46265.3545914709,41964.04044577859,38062.621719527066,34523.919927008676,31314.21308572215,28402.914363466803,25762.280601783947,23367.147938126025,21194.69200737054,19224.2104375243,,,
2BHK Multistorey Apartment for Rent in Mahalaxmi Heritage at Chembur,72000.0,1332.0,2.0,2.0,Unfurnished,5.0,North - East,Main Road,Rent,Apartment,Mumbai,2006.0,Chembur,Mahalaxmi Heritage,65306.12244897959,59234.57818501549,53727.50855783717,48732.43406606546,44201.75425493466,40092.29410878426,36364.89261567733,32984.029583380805,,,,,,,
2BHK Multistorey Apartment for Rent in Hillcrest at Jogeshwari Vikhroli Link Road,60000.0,1050.0,2.0,2.0,Unfurnished,15.0,West,Main Road,Rent,Apartment,Mumbai,2012.0,Jogeshwari,Hillcrest,54421.76870748299,49362.14848751291,44772.92379819765,40610.361721721216,36834.79521244555,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Veena Serenity at Chembur,58000.0,860.0,2.0,2.0,Unfurnished,7.0,East,Main Road,Rent,Apartment,Mumbai,2006.0,Chembur,Veena Serenity,52607.70975056689,47716.74353792915,43280.49300492439,39256.68299766385,35606.96870536403,32296.570254298436,29293.941273740074,26570.468275501204,,,,,,,
2BHK Multistorey Apartment for Rent in Kanakia Silicon Valley at Hiranandani Gardens,73000.0,1050.0,2.0,2.0,Unfurnished,22.0,East,Garden/Park,Rent,Apartment,Mumbai,2000.0,Hiranandani,Kanakia Silicon Valley,66213.15192743763,60057.28065980737,54473.723954473804,49409.27342809415,44815.66750847542,40649.13152696182,36869.960568672854,33442.141105372204,30333.00780532626,27512.93224972903,24955.04058932338,,,,
1BHK Multistorey Apartment for Rent in Hiranandani Regent Hill at Powai,65000.0,650.0,1.0,2.0,Furnished,11.0,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2000.0,Powai,Hiranandani Regent Hill,58956.91609977324,53475.660861472315,48504.00078138078,43994.558531864655,39904.361480149346,36194.43218154135,32829.416944708704,29777.248929441,27008.842566386393,24497.816386745028,22220.241620630404,,,,
1BHK Multistorey Apartment for Rent in Hiranandani Regent Hill at Powai,63000.0,650.0,1.0,2.0,Furnished,10.0,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2000.0,Powai,Hiranandani Regent Hill,57142.85714285714,51830.255911888555,47011.56998810753,42640.87980780728,38676.53497306783,35080.75734518623,31819.281038717665,28861.025885458203,26177.80125665143,23744.037420999026,21536.541878457163,,,,
2BHK Multistorey Apartment for Rent in Runwal Forests at Kanjurmarg West,49000.0,1050.0,2.0,2.0,Unfurnished,26.0,West,Garden/Park,Rent,Apartment,Mumbai,2000.0,Kanjurmarg,Runwal Forests,44444.444444444445,40312.42126480221,36564.55443519475,33165.12873940566,30081.749423497196,27285.033490700403,24748.32969678041,22447.4645775786,20360.512088506668,18467.58466077702,16750.64368324446,,,,
2BHK Multistorey Apartment for Rent in Kanakia Silicon Valley at Powai,70000.0,1250.0,2.0,2.0,Unfurnished,18.0,East,Garden/Park,Rent,Apartment,Mumbai,2000.0,Powai,Kanakia Silicon Valley,63492.06349206349,57589.17323543173,52235.07776456392,47378.75534200809,42973.92774785314,38978.61927242915,35354.7567096863,32067.806539398003,29086.44584072381,26382.263801110028,23929.490976063513,,,,
2BHK Multistorey Apartment for Rent in Hiranandani Castle Rock at Powai,96000.0,1250.0,2.0,2.0,Semi-Furnished,8.0,West,Garden/Park,Rent,Apartment,Mumbai,2000.0,Powai,Hiranandani Castle Rock,87074.82993197278,78979.43758002066,71636.67807711623,64976.57875475395,58935.672339912875,53456.392145045684,48486.52348756978,43978.706111174404,39889.98286727837,36181.39035580804,32817.587624315674,,,,
2BHK Multistorey Apartment for Rent in Hiranandani Castle Rock at Powai,97000.0,1250.0,2.0,2.0,Semi-Furnished,12.0,West,Garden/Park,Rent,Apartment,Mumbai,2000.0,Powai,Hiranandani Castle Rock,87981.85941043084,79802.14005481254,72382.89347375286,65653.41811678263,59549.58559345364,54013.22956322325,48991.591440565295,44436.8176331658,40305.50352214585,36558.27983868104,33159.4374954023,,,,
2BHK Multistorey Apartment for Rent in Hiranandani Castle Rock at Powai,98000.0,1250.0,2.0,2.0,Semi-Furnished,15.0,West,Garden/Park,Rent,Apartment,Mumbai,2000.0,Powai,Hiranandani Castle Rock,88888.88888888889,80624.84252960442,73129.1088703895,66330.25747881133,60163.49884699439,54570.06698140081,49496.65939356082,44894.9291551572,40721.024177013336,36935.16932155404,33501.28736648892,,,,
2BHK Multistorey Apartment for Rent in Hiranandani Castle Rock at Powai,95000.0,1250.0,2.0,2.0,Semi-Furnished,10.0,West,Garden/Park,Rent,Apartment,Mumbai,2000.0,Powai,Hiranandani Castle Rock,86167.80045351473,78156.73510522877,70890.4626804796,64299.73939272526,58321.75908637212,52899.554726868126,47981.455534574256,43520.594589183005,39474.46221241089,35804.50087293504,32475.737753229056,,,,
2BHK Multistorey Apartment for Rent in Hiranandani Castle Rock at Powai,85000.0,1050.0,2.0,2.0,Semi-Furnished,18.0,East,Garden/Park,Rent,Apartment,Mumbai,2000.0,Powai,Hiranandani Castle Rock,77097.50566893423,69929.71035730996,63428.30871411333,57531.34577243839,52182.62655096453,47331.18054509254,42930.776004619074,38939.479369269,35319.255663736054,32035.606044205033,29057.23904236284,,,,
2BHK Multistorey Apartment for Rent in Hiranandani Castle Rock at Powai,82000.0,1050.0,2.0,2.0,Semi-Furnished,5.0,East,Garden/Park,Rent,Apartment,Mumbai,2000.0,Powai,Hiranandani Castle Rock,74376.41723356009,67461.60293293431,61189.66252420345,55500.827686352335,50340.88679034225,45660.66829055986,41415.57214563252,37565.1448032948,34072.693699133604,30904.937595586034,28031.689429102975,,,,
2BHK Multistorey Apartment for Rent in Hiranandani Castle Rock at Powai,80000.0,1050.0,2.0,2.0,Semi-Furnished,11.0,East,Garden/Park,Rent,Apartment,Mumbai,2000.0,Powai,Hiranandani Castle Rock,72562.358276644,65816.19798335055,59697.231730930194,54147.14896229496,49113.06028326073,44546.99345420474,40405.43623964148,36648.921759312005,33241.65238939864,30151.158629840033,27347.98968692973,,,,
1BHK Multistorey Apartment for Rent in Arkade Earth at Kanjurmarg East,43000.0,680.0,1.0,2.0,Furnished,3.0,East,Main Road,Rent,Apartment,Mumbai,2000.0,Kanjurmarg,Arkade Earth,39002.26757369615,35376.20641605092,32087.26205537498,29104.09256723354,26398.269902252643,23944.00898163505,21717.921978807295,19698.795445630203,17867.38815930177,16206.247763539017,14699.54445672473,,,,
1BHK Multistorey Apartment for Rent in Hiranandani Zen Maple at Powai,54000.0,680.0,1.0,2.0,Semi-Furnished,8.0,West,Main Road,Rent,Apartment,Mumbai,2000.0,Powai,Hiranandani Zen Maple,48979.59183673469,44425.93363876162,40295.63141837788,36549.325549549096,33151.315691200994,30069.220581588197,27273.669461758,24738.0221875356,22438.11536284408,20352.032075142022,18459.89303867757,,,,
2BHK Multistorey Apartment for Rent in Godrej Platinum at Godrej Colony,82000.0,1490.0,2.0,2.0,Unfurnished,15.0,East,Main Road,Rent,Apartment,Mumbai,2000.0,Godrej,Godrej Platinum,74376.41723356009,67461.60293293431,61189.66252420345,55500.827686352335,50340.88679034225,45660.66829055986,41415.57214563252,37565.1448032948,34072.693699133604,30904.937595586034,28031.689429102975,,,,
4BHK Multistorey Apartment for Rent in Godrej The Trees at Godrej Colony,140000.0,2080.0,4.0,3.0,Semi-Furnished,10.0,West,Main Road,Rent,Apartment,Mumbai,2000.0,Godrej,Godrej The Trees,126984.12698412698,115178.34647086346,104470.15552912783,94757.51068401618,85947.85549570627,77957.2385448583,70709.5134193726,64135.61307879601,58172.89168144762,52764.527602220056,47858.981952127026,,,,
2BHK Multistorey Apartment for Rent in Runwal Bliss at Kanjurmarg East,52000.0,1250.0,2.0,2.0,Unfurnished,12.0,West,Garden/Park,Rent,Apartment,Mumbai,2000.0,Kanjurmarg,Runwal Bliss,47165.532879818595,42780.52868917785,38803.200625104626,35195.64682549172,31923.489184119477,28955.54574523308,26263.533555766964,23821.799143552802,21607.074053109114,19598.25310939602,17776.193296504323,,,,
2BHK Multistorey Apartment for Rent in Runwal Bliss at Kanjurmarg East,55000.0,1260.0,2.0,2.0,Unfurnished,15.0,West,Garden/Park,Rent,Apartment,Mumbai,2000.0,Kanjurmarg,Runwal Bliss,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,30626.05799976576,27778.73741475352,25196.133709527003,22853.636017711564,20728.921558015023,18801.74290976419,,,,
2BHK Multistorey Apartment for Rent in Runwal Forests at Kanjurmarg West,38000.0,771.0,2.0,2.0,Unfurnished,14.0,East,Garden/Park,Rent,Apartment,Mumbai,2000.0,Kanjurmarg,Runwal Forests,34467.120181405895,31262.69404209151,28356.18507219184,25719.895757090104,23328.70363454885,21159.82189074725,19192.582213829704,17408.2378356732,15789.784884964354,14321.800349174015,12990.295101291622,,,,
1BHK Multistorey Apartment for Rent in Hiranandani Zen Maple at Powai,55000.0,680.0,1.0,2.0,Semi-Furnished,15.0,West,Main Road,Rent,Apartment,Mumbai,2000.0,Powai,Hiranandani Zen Maple,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,30626.05799976576,27778.73741475352,25196.133709527003,22853.636017711564,20728.921558015023,18801.74290976419,,,,
1BHK Multistorey Apartment for Rent in Hiranandani Zen Maple at Powai,56000.0,680.0,1.0,2.0,Semi-Furnished,16.0,West,Main Road,Rent,Apartment,Mumbai,2000.0,Powai,Hiranandani Zen Maple,50793.65079365079,46071.33858834538,41788.06221165114,37903.00427360647,34379.14219828251,31182.895417943317,28283.805367749035,25654.245231518402,23269.156672579047,21105.811040888024,19143.59278085081,,,,
